age,gender,travel_preferences,destination,duration,purpose,user_budget,actual_expenses,current_location_latitude,current_location_longitude,destination_latitude,destination_longitude,distance,current_cost_of_living_index,destination_cost_of_living_index,accommodation_type,accommodation_cost_per_night,transportation_mode,transportation_cost,daily_meal_expenses,average_restaurant_prices,planned_activities,weather_data,local_events
65,5,2,Nagaland,30,2,100.0,2150.41,19.025858,118.534841,10.426955,90.7297,707650,355,772,1,2000.0,1,500.0,14.43,5201.45,hiking,rainy,music festival
41,2,2,Meghalaya,5,0,35000.0,14453.05,32.911652,-65.5975218,31.585442,87.0425,731453,54,922,2,500.0,0,1000.0,374.78,3176.38,education,cloudy,sports event
63,5,0,Nagaland,6,2,5000.0,8349.47,12.205154,103.5083998,12.224426,79.4732,1173911,877,367,2,1000.0,2,100.0,81.66,4315.2,hiking,sunny,art exhibition
80,5,1,Kerala,22,0,1000.0,48991.72,14.756315,16.5104253,29.304337,94.7479,850922,856,993,0,1000.0,0,500.0,684.39,7262.25,sightseeing,rainy,sports event
32,5,0,Odisha,21,2,35000.0,6033.27,33.423991,87.2120599,24.382096,75.8455,690827,742,409,0,1000.0,0,5000.0,55.71,5200.68,vacation,cloudy,music festival
36,1,0,Rajasthan,17,1,5000.0,40561.88,31.101118,107.4010519,26.251339,73.0225,715766,254,945,0,500.0,0,2000.0,380.29,786.54,sightseeing,rainy,sports event
21,5,2,Assam,7,2,25000.0,43976.24,31.931703,122.9860159,15.531972,86.7887,702456,636,63,2,2000.0,1,100.0,492.14,2103.84,education,cloudy,sports event
81,2,1,Assam,1,0,50000.0,45659.58,20.531237,87.5395855,36.300857,70.3073,532569,57,293,2,500.0,0,2000.0,918.48,3176.78,education,rainy,music festival
40,5,0,Gujarat,21,1,35000.0,5866.03,29.569956,-1.0263278,8.459592,81.1895,368053,240,931,2,100.0,2,500.0,301.85,8705.57,shopping,rainy,music festival
18,2,0,Goa,27,1,35000.0,20963.23,19.495315,102.4235298,30.28255,68.9615,184695,116,22,2,1000.0,0,5000.0,597.97,5002.92,hiking,rainy,art exhibition
38,5,0,Mizoram,16,0,25000.0,41647.11,30.993734,39.4129061,13.076649,97.2894,612686,442,513,1,100.0,1,5000.0,720.94,3821.77,vacation,cloudy,music festival
75,5,1,Manipur,26,2,5000.0,8289.91,9.069234,120.944359,26.748439,69.8223,385362,866,536,1,2000.0,1,100.0,691.48,9712.84,vacation,sunny,art exhibition
22,5,2,Manipur,18,1,10000.0,42511.16,10.380588,121.7483586,33.400158,95.7065,956281,816,755,2,100.0,2,5000.0,461.62,5851.7,vacation,rainy,music festival
33,5,1,Manipur,30,1,100.0,16944.58,32.100756,113.016085,10.291817,84.5191,676785,978,863,2,1000.0,0,2000.0,622.89,6307.58,hiking,sunny,sports event
32,2,0,Goa,5,1,50000.0,44134.37,27.331827,4.7639811,30.197878,83.331,1437896,843,113,1,2000.0,0,100.0,166.28,7749.47,shopping,sunny,sports event
51,6,0,Telangana,7,1,25000.0,48679.92,26.577098,-4.6605581,9.193974,76.2076,554521,379,8,0,2000.0,0,2000.0,109.45,1031.11,vacation,sunny,sports event
23,5,2,Rajasthan,5,1,1000.0,15981.32,26.785848,-53.024918,14.837334,74.6763,657891,101,52,2,500.0,0,500.0,297.15,4930.47,vacation,sunny,sports event
19,5,2,Bihar,23,0,15000.0,47147.34,26.736385,30.734995,29.546927,83.5932,334561,907,431,0,1000.0,0,2000.0,57.18,830.63,shopping,cloudy,sports event
39,0,0,Maharashtra,27,2,5000.0,44136.62,9.234605,120.181069,19.134266,83.8984,1078866,971,403,0,1000.0,1,1000.0,640.09,2916.48,shopping,rainy,art exhibition
63,5,1,Telangana,2,0,50000.0,41817.56,12.143126,-94.6864991,22.781312,79.8834,535179,845,601,2,2000.0,1,500.0,225.99,8948.25,sightseeing,rainy,music festival
50,0,0,Karnataka,17,2,25000.0,10374.65,20.287481,119.745363,8.536792,95.3081,336584,839,191,1,1000.0,1,100.0,890.59,4943.32,sightseeing,sunny,sports event
37,2,1,Uttar Pradesh,16,1,500.0,41634.11,8.312243,134.2087936,24.63314,74.1035,442929,756,551,1,500.0,1,500.0,61.92,2794.11,vacation,rainy,sports event
60,2,2,Tamil Nadu,30,1,25000.0,15879.97,30.858175,15.427113,27.17806,71.6214,219142,281,975,2,1000.0,2,500.0,457.05,9712.68,hiking,rainy,music festival
34,1,1,Rajasthan,16,2,50000.0,13659.18,31.171493,4.861724,21.381277,71.9246,202281,866,327,2,500.0,1,1000.0,27.65,9538.88,education,sunny,music festival
53,2,1,Chhattisgarh,11,2,1000.0,48510.65,18.861312,121.7508912,17.08929,69.7666,960095,861,590,0,2000.0,1,500.0,177.8,6198.85,vacation,sunny,art exhibition
82,2,1,Himachal Pradesh,18,0,100.0,47314.08,33.435206,-68.796194,31.400909,81.0546,1091210,645,923,0,500.0,1,1000.0,743.81,9849.95,education,sunny,music festival
36,5,2,Kerala,7,0,5000.0,19309.72,36.640931,121.1136216,16.391948,87.9221,771227,478,523,0,2000.0,0,5000.0,67.62,5221.72,hiking,cloudy,music festival
73,5,0,Manipur,29,0,10000.0,33382.28,9.04468,-49.609512,9.078306,87.4518,1100899,224,994,0,2000.0,0,2000.0,384.13,1251.95,vacation,rainy,sports event
82,2,0,Punjab,1,2,10000.0,36108.33,10.46864,109.2196634,12.330882,85.1795,1194472,418,76,1,100.0,1,5000.0,252.42,5234.94,vacation,sunny,art exhibition
66,2,2,Himachal Pradesh,28,1,25000.0,19479.39,34.067508,112.375491,30.639312,70.2101,1356510,707,986,2,1000.0,0,1000.0,156.28,6430.81,education,sunny,art exhibition
59,2,0,Himachal Pradesh,29,0,35000.0,31899.22,33.905167,100.486253,8.171669,84.7558,658533,101,137,1,500.0,0,1000.0,371.6,1907.37,sightseeing,rainy,music festival
70,5,2,Telangana,13,1,2000.0,27455.72,30.497964,-83.00685,34.45707,86.2771,21541,601,704,1,2000.0,0,2000.0,520.37,4853.34,sightseeing,cloudy,music festival
59,0,2,Haryana,17,1,5000.0,27251.28,23.395018,113.091683,23.313479,83.2775,380081,898,273,1,100.0,1,1000.0,288.23,5509.39,sightseeing,sunny,music festival
34,5,0,Nagaland,10,2,10000.0,17613.57,10.758894,85.9779314,25.85901,73.785,615025,561,728,1,2000.0,1,100.0,674.71,6660.44,hiking,cloudy,art exhibition
25,5,2,Uttar Pradesh,12,1,10000.0,18241.69,13.722,26.4532856,34.792319,95.1572,25186,995,995,2,500.0,0,1000.0,198.7,16.48,education,cloudy,music festival
73,5,2,Kerala,11,0,35000.0,1781.9,13.688231,45.0629902,26.571262,76.8758,396654,637,234,2,500.0,1,5000.0,920.49,6764.35,shopping,sunny,sports event
44,5,2,Arunachal Pradesh,10,1,500.0,14084.29,23.449996,120.4087,27.875535,96.1618,652085,133,173,2,2000.0,0,100.0,33.6,3169.81,shopping,cloudy,art exhibition
55,2,1,Kerala,7,0,1000.0,5259.27,34.349852,158.5752259,25.030654,95.5714,1444092,188,956,2,1000.0,2,5000.0,222.14,4620.79,education,sunny,art exhibition
82,5,2,Meghalaya,21,2,35000.0,23023.49,23.593481,0.8648422,10.659011,86.4663,1372847,963,33,1,2000.0,0,2000.0,71.08,8527.45,hiking,cloudy,music festival
50,3,0,Assam,19,2,35000.0,27236.01,31.048453,120.9950071,32.456737,69.9502,261971,804,294,2,1000.0,2,5000.0,547.2,9856.52,vacation,cloudy,sports event
84,2,1,Maharashtra,5,2,35000.0,7619.55,20.046955,108.0272646,14.31498,83.648,1259225,112,97,0,100.0,0,500.0,162.99,8528.21,education,sunny,music festival
51,2,0,Goa,20,1,500.0,12163.82,29.281445,-35.2537836,24.415433,73.0321,1297625,541,195,2,2000.0,1,500.0,238.39,2405.82,hiking,cloudy,music festival
23,5,1,Meghalaya,2,2,15000.0,24620.6,29.298588,5.5510411,27.028368,76.9239,1179450,918,530,2,1000.0,2,100.0,358.93,3991.47,shopping,rainy,sports event
62,2,2,Arunachal Pradesh,2,0,100.0,46909.44,17.770078,60.398557,35.439868,89.3997,1390616,408,466,0,100.0,2,100.0,304.5,6166.46,education,cloudy,music festival
69,5,1,Karnataka,5,0,2000.0,38092.66,8.813158,110.898783,8.040327,93.8617,874552,572,875,2,500.0,1,100.0,155.31,2072.13,education,sunny,sports event
74,0,2,Sikkim,14,0,35000.0,29290.44,34.588172,23.8724272,15.712603,89.9579,1173569,352,394,1,100.0,0,2000.0,491.22,3639.5,shopping,sunny,sports event
25,5,0,Punjab,9,2,50000.0,27419.54,26.294501,-76.9095647,33.553576,82.56,232289,904,782,2,500.0,0,500.0,566.05,6031.37,education,sunny,music festival
64,2,0,Jharkhand,25,0,10000.0,37950.27,30.623277,79.960149,10.106476,70.3918,919668,909,449,0,500.0,2,2000.0,91.86,6105.23,hiking,sunny,music festival
69,5,0,Karnataka,14,2,15000.0,1198.51,20.833765,114.462061,16.231441,71.4314,1287948,136,229,2,1000.0,0,2000.0,475.33,4877.35,shopping,cloudy,sports event
55,2,2,Haryana,28,1,100.0,22481.42,14.100388,120.5273983,10.047765,95.1378,296646,764,656,0,1000.0,0,500.0,569.82,2215.07,hiking,rainy,music festival
54,2,1,Punjab,20,2,2000.0,20487.97,36.810624,135.4627446,10.337779,91.5602,634832,642,755,1,100.0,1,100.0,154.23,1752.28,vacation,cloudy,art exhibition
18,2,1,Meghalaya,25,2,100.0,18167.53,8.899105,106.8060388,11.671036,88.783,566986,264,616,1,100.0,2,500.0,308.76,6441.69,hiking,cloudy,music festival
69,5,0,Uttar Pradesh,4,1,50000.0,37720.89,15.63835,4.8867899,23.382517,79.271,398287,302,771,1,1000.0,0,500.0,512.91,3340.31,shopping,rainy,music festival
47,5,1,Karnataka,10,2,5000.0,29507.79,29.40413,35.396231,15.795256,93.6313,251072,209,938,0,2000.0,1,5000.0,235.63,1377.13,vacation,rainy,art exhibition
44,5,0,Meghalaya,23,1,2000.0,28947.21,19.106485,20.8433709,34.447278,71.0287,1360477,63,979,2,500.0,1,5000.0,517.96,5555.04,education,rainy,sports event
68,2,2,Manipur,9,0,50000.0,21605.55,20.22636,118.469281,29.259189,81.534,742272,957,3,1,100.0,0,2000.0,286.43,1856.25,shopping,sunny,sports event
19,2,2,Punjab,16,1,35000.0,26964.06,35.746746,67.8812063,12.735101,91.0037,70717,211,883,2,1000.0,0,2000.0,99.88,5753.63,education,cloudy,art exhibition
22,7,1,Jharkhand,30,2,5000.0,2908.08,14.353793,22.4387178,15.753046,81.7851,452535,293,137,1,1000.0,1,500.0,878.38,1588.57,sightseeing,sunny,art exhibition
60,5,1,Haryana,26,1,35000.0,4666.55,13.872492,115.008163,35.716471,92.8843,792538,277,44,1,500.0,0,1000.0,992.17,2289.85,hiking,sunny,art exhibition
78,2,2,Himachal Pradesh,30,0,35000.0,36871.1,9.301771,10.7830826,21.809392,83.3132,756883,670,940,0,1000.0,0,500.0,905.28,8759.68,sightseeing,sunny,art exhibition
69,5,1,Bihar,8,2,100.0,19566.76,29.202021,124.3556,18.63299,88.1415,1112577,789,362,2,2000.0,0,100.0,183.16,7157.92,sightseeing,sunny,music festival
78,2,2,Himachal Pradesh,6,2,1000.0,23401.14,32.545307,107.0303221,15.853988,89.0176,851052,174,506,2,2000.0,1,2000.0,284.32,9405.21,hiking,cloudy,art exhibition
68,5,2,Maharashtra,26,1,100.0,11471.73,18.915082,28.8480284,18.890005,79.8398,700281,309,619,1,100.0,1,100.0,12.59,521.98,vacation,cloudy,music festival
56,2,0,Sikkim,21,2,1000.0,10263.36,27.720652,119.8699982,10.514935,79.7259,158523,492,792,0,100.0,2,500.0,163.88,5209.0,vacation,cloudy,sports event
73,2,2,Odisha,25,2,500.0,42125.89,25.183608,120.404904,17.591373,71.2141,1033627,636,881,2,2000.0,1,100.0,979.96,6189.59,sightseeing,cloudy,art exhibition
55,5,0,Tamil Nadu,9,0,2000.0,32231.2,22.68358,129.3209986,32.414376,94.241,1031601,960,985,0,2000.0,2,100.0,387.18,4822.64,vacation,rainy,music festival
77,2,2,Arunachal Pradesh,2,2,50000.0,41064.73,11.147611,11.5322563,26.127988,89.5501,813551,366,67,2,2000.0,2,1000.0,313.33,6465.74,education,cloudy,art exhibition
79,5,0,Madhya Pradesh,12,2,100.0,25175.72,35.629584,37.58333,16.608564,73.0739,227890,278,423,1,100.0,0,1000.0,324.03,215.54,vacation,cloudy,art exhibition
56,2,1,Kerala,2,2,15000.0,15059.68,8.219572,36.7442377,27.222033,91.1601,176071,385,22,1,100.0,0,1000.0,33.75,3112.2,education,rainy,music festival
28,2,2,Odisha,9,0,35000.0,30537.25,21.043347,-99.1653351,29.648202,94.2745,437354,542,13,0,100.0,1,2000.0,386.45,6063.27,sightseeing,sunny,music festival
33,2,1,Nagaland,6,0,500.0,41687.26,24.668868,13.9786808,26.920737,71.0308,797866,384,951,2,500.0,0,1000.0,822.05,7569.74,hiking,rainy,sports event
48,2,0,Manipur,6,0,1000.0,37508.6,27.014284,-99.079824,25.55975,73.8584,1449235,771,479,0,2000.0,0,5000.0,682.36,1539.76,sightseeing,rainy,sports event
81,5,2,Arunachal Pradesh,29,1,35000.0,24037.23,34.12368,117.116756,34.000739,95.6508,804162,753,775,0,500.0,1,5000.0,790.49,4379.92,sightseeing,sunny,music festival
35,2,2,Odisha,12,0,100.0,15304.02,25.993167,113.829667,16.79103,88.4771,239667,811,21,2,100.0,0,5000.0,559.74,4149.34,education,cloudy,art exhibition
20,5,1,Tamil Nadu,1,0,15000.0,45950.9,31.637867,111.6394,31.746078,84.8177,79108,940,3,0,100.0,1,500.0,280.88,1970.66,vacation,sunny,art exhibition
25,2,1,Nagaland,11,2,2000.0,34592.24,36.899692,39.4991783,20.2628,96.4597,697719,718,282,2,500.0,1,5000.0,770.06,8164.02,shopping,rainy,art exhibition
40,7,1,Assam,13,1,2000.0,6448.39,13.681482,121.193945,9.052523,86.05,1325437,508,257,0,100.0,1,500.0,571.38,4939.34,vacation,rainy,music festival
61,5,1,Andhra Pradesh,12,0,25000.0,27651.75,15.55781,-8.718171,25.47607,84.3437,1073718,777,286,2,500.0,2,2000.0,853.35,1614.99,vacation,cloudy,music festival
24,2,1,Maharashtra,10,1,35000.0,6817.61,11.365998,-47.5275422,29.063436,93.5621,41715,244,574,2,2000.0,1,1000.0,758.07,5914.4,vacation,cloudy,art exhibition
30,5,0,Bihar,2,0,10000.0,15841.36,22.892407,-79.621117,10.642543,77.0594,737054,891,547,0,2000.0,0,2000.0,349.57,9350.23,shopping,rainy,art exhibition
66,2,2,Goa,1,0,35000.0,41695.1,21.829955,107.759245,35.96612,86.9662,51782,969,900,1,500.0,0,500.0,623.86,4261.85,education,cloudy,art exhibition
67,2,0,Maharashtra,6,0,10000.0,22279.43,18.657612,102.133622,24.418185,95.2523,787615,335,668,2,500.0,2,500.0,489.58,1428.06,hiking,cloudy,art exhibition
37,5,1,Sikkim,13,0,15000.0,10426.83,27.22727,18.0669126,27.30847,73.8114,1021715,448,752,1,2000.0,1,1000.0,620.44,6228.32,hiking,sunny,sports event
53,2,0,Jharkhand,3,0,10000.0,4503.36,35.87304,140.6058841,17.994699,80.5729,532993,1,921,0,1000.0,2,5000.0,371.42,8774.75,shopping,rainy,music festival
77,2,0,Odisha,10,1,15000.0,369.64,22.041929,17.6545551,16.748904,83.8859,195247,397,463,0,1000.0,1,1000.0,983.48,1361.13,education,rainy,sports event
25,2,2,Odisha,12,0,50000.0,10623.5,31.198952,44.1646857,15.817451,96.173,552673,769,10,1,1000.0,2,500.0,923.7,9833.36,shopping,sunny,sports event
45,2,1,Jharkhand,18,2,10000.0,21000.89,32.773337,36.770859,29.294734,94.1342,607038,261,681,1,100.0,0,1000.0,457.07,4207.41,vacation,cloudy,music festival
73,2,1,Tamil Nadu,1,2,25000.0,46104.64,13.144319,112.734174,10.488853,70.8377,1399794,391,151,0,1000.0,1,1000.0,69.58,5576.28,hiking,cloudy,art exhibition
30,2,1,Arunachal Pradesh,15,2,50000.0,38978.78,8.42244,113.0284,23.738421,82.9844,842253,265,205,1,100.0,2,5000.0,415.64,1012.33,education,rainy,art exhibition
85,2,0,Madhya Pradesh,29,0,10000.0,28960.7,11.80807,105.697472,21.303915,83.2434,878936,262,797,2,100.0,1,500.0,581.87,2000.52,shopping,sunny,art exhibition
67,2,1,Jharkhand,25,1,10000.0,7538.83,17.069876,-102.1943485,30.689322,96.5815,1088373,803,368,0,100.0,2,500.0,663.4,6387.61,shopping,cloudy,sports event
78,2,2,Haryana,1,2,25000.0,35277.72,22.352417,120.392977,12.808744,80.9199,1136204,31,992,1,500.0,1,100.0,927.19,4762.89,hiking,sunny,art exhibition
28,2,1,Gujarat,1,1,2000.0,19809.73,13.97585,13.2448535,22.42556,96.3722,1370552,470,107,0,1000.0,0,500.0,492.68,7317.7,shopping,cloudy,music festival
73,5,1,Maharashtra,26,2,25000.0,38701.61,23.190346,5.8978018,23.142207,80.393,847097,963,731,2,1000.0,2,5000.0,590.03,512.4,vacation,rainy,music festival
78,2,1,Uttar Pradesh,16,2,10000.0,23762.82,32.719834,-11.0987374,31.18416,78.5046,1042539,828,767,2,100.0,2,500.0,976.73,7349.44,vacation,sunny,art exhibition
25,5,2,Meghalaya,22,2,2000.0,14418.76,27.758313,-78.5970229,11.331381,95.5708,226433,86,345,0,100.0,1,1000.0,468.47,4657.64,vacation,sunny,sports event
69,5,0,Uttar Pradesh,14,1,1000.0,49214.11,21.403384,-56.2063312,17.465632,93.6597,363439,473,971,2,500.0,1,5000.0,289.85,5711.76,shopping,cloudy,sports event
51,2,1,Kerala,30,0,15000.0,34964.29,36.870658,114.382541,16.422666,90.3756,1203352,284,564,0,2000.0,2,5000.0,586.6,5774.48,sightseeing,sunny,art exhibition
41,5,1,Assam,13,0,5000.0,44636.03,14.902057,106.8806295,13.552094,96.1257,1017374,132,973,1,1000.0,1,500.0,984.1,5155.2,sightseeing,sunny,art exhibition
32,2,2,Karnataka,1,0,15000.0,9326.68,31.848855,12.2490697,34.217867,79.4426,704324,1,294,1,100.0,0,100.0,655.99,6076.41,education,cloudy,music festival
28,5,1,Haryana,14,2,1000.0,32802.3,19.313017,112.7211714,35.705462,86.8816,1355706,169,546,2,2000.0,0,2000.0,184.89,2764.69,hiking,cloudy,music festival
38,5,2,Karnataka,14,0,100.0,48948.66,19.440171,-58.5577501,8.942128,93.2294,54842,879,621,2,2000.0,2,2000.0,988.72,1818.27,education,rainy,art exhibition
53,5,2,Bihar,24,2,10000.0,18708.13,14.648846,10.7013332,30.851608,95.5546,1457865,688,66,2,100.0,2,1000.0,266.79,6199.42,sightseeing,sunny,sports event
75,2,1,Sikkim,24,0,15000.0,45747.89,34.178945,34.9561748,34.640722,71.6742,1236457,210,237,0,100.0,1,5000.0,632.42,1983.77,sightseeing,rainy,art exhibition
44,3,2,Maharashtra,22,0,10000.0,26010.84,21.563758,34.6341859,21.781657,77.7767,501268,722,734,2,100.0,0,5000.0,483.63,3999.79,vacation,cloudy,music festival
60,2,0,Chhattisgarh,13,1,10000.0,11581.47,14.219815,44.0033056,35.565542,75.9899,1091486,549,513,1,100.0,1,500.0,328.64,3609.58,education,rainy,art exhibition
56,2,2,Uttar Pradesh,24,1,100.0,35539.54,31.628694,-50.265662,18.998702,68.7401,1352412,615,865,0,2000.0,1,5000.0,183.73,4959.34,sightseeing,sunny,music festival
42,5,0,Gujarat,5,2,50000.0,6830.96,8.088863,6.121072,30.866581,82.6872,640820,815,638,2,500.0,0,5000.0,800.29,9675.09,shopping,rainy,music festival
37,4,2,Punjab,16,2,2000.0,25731.81,9.499004,121.5045889,23.51862,91.438,633344,636,113,1,100.0,0,5000.0,841.16,893.76,sightseeing,cloudy,art exhibition
79,2,0,Gujarat,4,0,35000.0,16764.58,15.753757,-49.609512,20.315044,84.6663,124069,71,790,0,100.0,1,5000.0,561.95,6766.53,sightseeing,sunny,sports event
49,2,2,Telangana,13,0,100.0,5595.45,23.028454,35.268988,9.290496,97.1583,274994,415,50,2,2000.0,2,1000.0,590.68,2514.3,vacation,sunny,music festival
28,4,1,Goa,5,0,50000.0,2144.83,28.864568,89.1366848,8.617585,94.9334,1074841,208,331,1,500.0,1,100.0,414.84,7634.66,sightseeing,rainy,music festival
51,2,1,Telangana,29,1,35000.0,10098.56,20.066042,2.2582125,15.899412,95.2426,518931,292,339,1,2000.0,2,1000.0,35.6,8799.78,education,cloudy,art exhibition
56,5,0,Gujarat,29,0,50000.0,35071.83,32.911189,110.797759,26.84152,84.0853,598050,375,241,2,500.0,1,5000.0,939.06,1275.91,sightseeing,rainy,music festival
65,5,1,Manipur,23,0,5000.0,19198.85,30.547207,140.6715934,31.838744,91.1875,726284,618,279,0,1000.0,2,2000.0,503.78,9946.47,vacation,sunny,sports event
40,2,1,Mizoram,14,2,2000.0,43976.23,9.951346,-103.4649786,33.464202,96.1861,342981,600,530,1,2000.0,0,1000.0,298.34,9510.58,shopping,rainy,art exhibition
82,6,2,Himachal Pradesh,18,2,25000.0,33936.13,9.212095,119.326773,30.108963,70.4954,564527,176,801,2,500.0,0,5000.0,590.48,1204.02,education,rainy,sports event
52,5,1,Sikkim,5,0,35000.0,34989.48,17.631901,108.389861,33.656959,95.689,590276,871,902,0,2000.0,2,2000.0,381.2,6270.23,education,rainy,art exhibition
84,5,2,Andhra Pradesh,8,0,1000.0,49045.29,30.322732,12.5516206,23.515603,89.3334,783271,477,965,1,500.0,1,2000.0,473.75,5743.3,shopping,cloudy,art exhibition
54,5,2,Mizoram,8,0,5000.0,11526.97,25.191167,125.663981,23.806547,95.9507,600286,694,562,0,1000.0,1,5000.0,57.74,7930.33,vacation,cloudy,music festival
68,2,2,Himachal Pradesh,12,0,35000.0,3584.01,25.669778,124.3040904,12.639608,69.7135,1074807,111,247,2,2000.0,2,5000.0,98.85,971.87,hiking,sunny,sports event
46,2,0,Uttar Pradesh,1,0,35000.0,34808.92,31.205698,-95.9964783,28.58103,82.7453,178810,528,147,0,100.0,0,5000.0,708.08,503.92,hiking,rainy,art exhibition
60,5,2,Karnataka,5,2,10000.0,47793.11,28.848605,-75.4102538,24.822073,85.0787,311230,29,790,0,100.0,2,5000.0,700.82,4139.04,shopping,rainy,art exhibition
85,2,1,Mizoram,3,2,1000.0,9426.15,17.715247,-52.6449937,35.130117,95.681,149005,836,784,1,100.0,2,500.0,190.75,4475.03,education,sunny,sports event
79,5,0,Assam,2,0,100.0,13564.07,23.716158,-75.128872,25.017368,78.9989,565362,469,112,0,500.0,2,2000.0,12.97,7295.76,education,rainy,art exhibition
30,5,1,Punjab,21,0,100.0,42038.52,20.299246,28.3622933,12.028038,72.1598,1063702,313,34,0,2000.0,0,5000.0,733.25,3371.36,shopping,cloudy,art exhibition
82,5,2,Manipur,13,2,500.0,4253.74,22.592076,136.6477771,17.474535,90.4516,591063,376,577,2,1000.0,1,2000.0,167.31,1066.29,shopping,cloudy,sports event
68,5,2,Gujarat,14,1,50000.0,34452.61,33.877844,120.167297,11.68397,95.428,482434,875,424,2,2000.0,0,500.0,61.26,4010.3,shopping,cloudy,music festival
85,1,2,Karnataka,2,1,50000.0,3496.55,15.401317,-8.3584177,12.310527,74.7937,820998,119,285,2,2000.0,0,100.0,195.49,6074.96,education,rainy,sports event
21,2,0,Himachal Pradesh,28,0,50000.0,34683.97,18.411236,-78.016667,13.780137,77.371,133944,113,375,0,100.0,2,5000.0,865.29,9747.07,shopping,sunny,art exhibition
73,5,0,Uttar Pradesh,17,2,10000.0,4249.39,20.718101,18.0191452,25.90391,79.5731,1351000,602,814,1,2000.0,0,100.0,58.54,9176.35,education,rainy,music festival
42,2,2,Himachal Pradesh,13,2,500.0,17337.96,16.837852,60.8150629,21.891402,90.6709,393915,516,269,1,1000.0,2,1000.0,316.09,4517.53,shopping,sunny,sports event
57,5,0,Manipur,10,0,2000.0,35141.29,17.103281,19.3967389,8.141419,78.7597,1264106,712,759,1,100.0,0,100.0,438.04,8157.71,shopping,cloudy,art exhibition
84,2,0,Kerala,17,2,50000.0,39703.67,18.681235,121.0893745,24.357741,94.402,646382,756,591,2,2000.0,2,100.0,175.09,7637.02,sightseeing,sunny,sports event
36,5,1,Goa,29,1,1000.0,4026.64,28.854552,-1.0155385,27.818568,83.9228,1117981,69,877,1,100.0,0,1000.0,305.23,2989.09,education,rainy,music festival
45,2,1,Jharkhand,16,0,1000.0,46789.29,20.677488,110.5215459,19.231494,87.9103,1451053,124,741,0,100.0,1,1000.0,778.32,4760.77,vacation,rainy,art exhibition
61,2,1,Maharashtra,30,2,1000.0,12465.26,19.474246,113.082216,29.680038,91.2169,1111864,765,115,0,2000.0,1,5000.0,672.9,6991.96,vacation,sunny,music festival
46,2,1,Arunachal Pradesh,18,1,35000.0,12622.14,18.925583,47.1792159,30.875327,97.0038,391354,492,163,2,2000.0,0,1000.0,120.02,9749.49,shopping,cloudy,art exhibition
26,5,0,Uttar Pradesh,9,2,35000.0,18751.96,21.131919,-82.8317486,25.911878,75.1692,1265879,509,975,2,1000.0,2,100.0,476.69,5234.65,hiking,sunny,art exhibition
22,2,2,Bihar,20,1,15000.0,33144.62,36.346929,46.570133,13.470117,68.9223,641965,663,791,2,100.0,0,100.0,186.45,472.07,shopping,cloudy,art exhibition
59,2,1,Uttar Pradesh,30,2,1000.0,30518.27,8.737068,32.531617,28.841699,84.0865,1382253,527,34,1,100.0,1,1000.0,616.28,8202.79,education,rainy,art exhibition
71,5,0,Tamil Nadu,22,0,35000.0,8421.8,17.055205,-65.9958004,27.074178,91.4464,540203,445,951,2,2000.0,2,100.0,429.76,8434.03,hiking,rainy,music festival
76,2,2,Arunachal Pradesh,20,1,25000.0,31286.99,34.739494,-40.1862129,26.215899,95.2947,686888,123,836,2,100.0,2,100.0,859.57,3886.77,hiking,cloudy,sports event
34,2,2,Nagaland,3,1,35000.0,45834.53,22.798174,-62.2106241,9.022878,96.0815,817912,269,184,1,2000.0,2,1000.0,88.81,2185.03,shopping,cloudy,art exhibition
28,2,2,Mizoram,21,2,2000.0,20541.15,23.22722,22.753461,14.606466,84.3377,387548,377,48,1,100.0,2,500.0,378.29,2165.63,education,cloudy,sports event
18,2,0,Sikkim,10,0,100.0,24820.72,27.26462,106.9057439,33.115069,80.2633,1453391,600,328,2,100.0,2,500.0,26.07,2721.84,hiking,sunny,art exhibition
57,2,2,Gujarat,15,1,35000.0,23597.13,19.433607,-87.1996084,10.668057,93.3331,1287450,661,651,1,500.0,2,1000.0,607.02,3954.47,sightseeing,cloudy,art exhibition
44,5,0,Nagaland,20,0,35000.0,15292.22,28.954889,-117.5664384,23.755756,72.1958,1067967,344,738,1,500.0,2,5000.0,785.59,635.67,shopping,cloudy,art exhibition
49,2,1,Punjab,23,1,50000.0,7720.58,11.892983,106.79719,23.488551,93.4575,997001,223,687,0,1000.0,0,5000.0,77.86,7054.21,vacation,cloudy,music festival
72,5,0,Jharkhand,7,2,35000.0,40209.2,16.236683,-66.2575425,19.698736,75.8953,1463154,188,998,1,1000.0,0,100.0,886.83,7771.39,sightseeing,cloudy,sports event
44,2,2,Tamil Nadu,17,0,100.0,26714.11,16.21539,120.482198,35.040956,93.8413,1471351,564,644,2,2000.0,0,500.0,364.16,9699.47,hiking,cloudy,art exhibition
46,2,0,Kerala,20,1,25000.0,42525.01,15.440307,46.9368047,14.600682,89.1108,1421650,521,336,2,1000.0,2,2000.0,648.21,2337.95,shopping,rainy,art exhibition
37,2,2,Manipur,23,0,5000.0,48140.55,12.88454,100.7724281,35.120096,82.2349,577992,988,834,0,1000.0,0,100.0,801.7,2070.88,vacation,rainy,music festival
64,5,0,Manipur,11,0,15000.0,9183.2,25.068155,-7.0390904,16.815807,79.709,881848,974,465,1,500.0,0,500.0,736.43,7250.95,education,sunny,art exhibition
