user_id,age,gender,travel_preferences,destination,duration,purpose,user_budget,actual_expenses,current_location_latitude,current_location_longitude,destination_latitude,destination_longitude,distance,current_cost_of_living_index,destination_cost_of_living_index,accommodation_type,accommodation_cost_per_night,transportation_mode,transportation_cost,daily_meal_expenses,average_restaurant_prices,planned_activities,weather_data,local_events
500,34,Male,adventure,Nagaland,8,family,₹1000,22290.69,14.190836,-78.9,36.744007,74.8252,1280078,514,552,hostel,₹100,plane,₹1000,664.57,2605.3,shopping,sunny,art exhibition
501,36,Female,relaxation,Haryana,29,vacation,₹10000,7247.79,17.933586,67.44046,31.538476,82.268,1231612,370,687,hostel,₹1000,train,₹500,833.0,1591.8,shopping,rainy,music festival
502,25,Polygender,relaxation,Uttar Pradesh,4,vacation,"",1932.52,8.145025,112.9884237,18.635569,85.249,260845,644,203,hostel,₹500,train,₹500,125.6,8722.8,hiking,cloudy,music festival
503,51,Female,cultural,Kerala,29,family,₹25000,33931.64,32.00915,112.9827091,10.602425,73.5281,101440,441,146,hostel,₹1000,plane,₹2000,797.78,9498.61,hiking,rainy,music festival
504,47,Male,adventure,Uttar Pradesh,12,vacation,₹2000,41972.28,34.437863,56.2482277,27.701313,86.088,1207473,885,460,vacation rental,₹1000,plane,₹500,656.9,7878.93,sightseeing,cloudy,sports event
505,64,Male,relaxation,Madhya Pradesh,21,family,₹5000,2175.71,22.077043,100.222545,31.911956,94.9873,1078752,815,801,vacation rental,₹500,plane,₹100,747.82,8511.43,education,cloudy,music festival
506,64,Female,adventure,Mizoram,18,family,₹10000,25169.79,26.074815,27.776119,29.136015,89.7186,1438032,307,920,vacation rental,₹1000,train,₹100,829.14,4025.74,shopping,sunny,music festival
507,19,Male,relaxation,Madhya Pradesh,4,family,₹15000,20228.33,34.82371,123.5810068,12.128591,82.4555,1276827,112,273,hostel,₹500,car,₹100,29.08,9483.72,education,rainy,music festival
508,74,Female,adventure,Odisha,7,vacation,"",39910.21,24.63042,112.6326321,18.133715,72.1552,1037826,830,52,vacation rental,₹1000,car,₹1000,158.81,3692.0,shopping,cloudy,sports event
509,60,Female,cultural,Karnataka,28,family,₹1000,35100.33,34.955816,21.0143445,18.248836,85.1062,353334,949,937,vacation rental,₹1000,car,₹2000,573.06,1204.62,sightseeing,rainy,sports event
510,64,Female,cultural,Gujarat,27,business,₹100,41324.36,9.543164,139.2821897,31.126188,90.9337,1094317,467,449,hotel,₹2000,car,₹1000,974.17,9829.57,education,cloudy,art exhibition
511,21,Female,relaxation,Nagaland,8,vacation,₹2000,20187.99,18.215271,-9.3430272,12.904068,85.5461,930027,867,890,hotel,₹1000,car,₹5000,174.03,65.16,sightseeing,sunny,music festival
512,56,Male,adventure,Arunachal Pradesh,28,business,₹2000,44220.71,16.363998,106.8915008,30.079939,93.4371,762885,426,512,hostel,₹1000,plane,₹5000,848.74,8923.12,education,sunny,sports event
513,68,Female,adventure,Punjab,5,vacation,₹100,21258.54,29.603879,-5.4057358,20.498362,93.2672,175237,3,976,vacation rental,₹1000,train,₹5000,784.12,8269.57,sightseeing,rainy,music festival
514,81,Female,relaxation,Jharkhand,6,family,₹35000,23276.98,17.862335,-7.5572231,28.502495,83.9918,774593,935,557,hostel,₹2000,car,₹1000,136.8,1787.51,shopping,rainy,sports event
515,26,Female,relaxation,Tamil Nadu,15,vacation,₹35000,29073.28,19.393473,34.7518631,23.434719,83.5746,888095,694,536,hostel,₹2000,train,₹2000,36.23,8329.03,hiking,sunny,sports event
516,74,Genderqueer,adventure,Kerala,19,business,₹5000,3206.64,33.557246,-71.936914,16.051317,94.9227,1226867,835,23,hostel,₹500,train,₹1000,930.56,6194.09,hiking,sunny,music festival
517,42,Male,cultural,Chhattisgarh,21,family,₹35000,12234.25,25.855465,16.5231662,9.562801,73.1425,979278,988,828,hostel,₹2000,train,₹1000,620.25,3780.88,hiking,sunny,sports event
518,29,Female,relaxation,Himachal Pradesh,4,vacation,₹500,35544.24,24.847306,35.364922,26.384852,87.5491,811054,696,745,hotel,₹500,plane,₹2000,383.49,4930.29,sightseeing,cloudy,sports event
519,46,Female,relaxation,Himachal Pradesh,6,business,₹500,12468.67,20.178309,6.5319506,22.173667,96.8695,596185,134,567,hostel,₹1000,train,₹2000,271.47,9517.12,hiking,cloudy,sports event
520,67,Female,adventure,Mizoram,9,business,"",14815.59,22.266306,116.231416,12.648005,78.8282,935004,263,505,vacation rental,₹100,car,₹100,845.28,4204.77,shopping,cloudy,music festival
521,20,Male,adventure,Assam,23,vacation,₹35000,46288.11,27.905908,113.240664,22.810817,90.9189,1049052,622,76,hostel,₹2000,train,₹1000,559.74,8661.86,hiking,sunny,art exhibition
522,48,Female,cultural,Assam,25,business,"",10099.22,17.050496,33.6035054,11.218529,88.7053,1367335,162,565,hostel,₹500,train,₹5000,177.49,3728.61,sightseeing,cloudy,music festival
523,19,Female,cultural,Tamil Nadu,19,vacation,₹2000,6803.57,17.807997,110.494385,24.241995,70.1165,1248937,808,297,hostel,₹100,car,₹500,303.18,5499.66,hiking,rainy,music festival
524,67,Female,cultural,Odisha,24,family,₹35000,8959.35,9.016928,15.1073919,18.042532,96.8484,521059,668,91,vacation rental,₹100,train,₹100,860.34,1502.33,sightseeing,cloudy,sports event
525,66,Male,relaxation,Kerala,3,business,₹50000,10191.44,36.524383,103.40391,32.171726,84.9628,678794,747,335,hotel,₹2000,train,₹5000,787.48,5945.3,vacation,rainy,art exhibition
526,46,Male,relaxation,Telangana,23,family,₹100,35578.24,9.857961,120.3086809,14.264094,83.6562,1408838,83,254,hostel,₹2000,car,₹5000,820.65,6929.99,vacation,cloudy,art exhibition
527,48,Agender,relaxation,Punjab,24,family,₹1000,29530.4,28.627597,32.0837445,14.72801,97.0836,308826,919,258,hotel,₹1000,train,₹100,487.49,1914.16,sightseeing,rainy,music festival
528,50,Male,relaxation,Rajasthan,25,family,₹25000,14542.15,33.184128,126.3921664,35.809459,93.1759,1088815,73,605,vacation rental,₹2000,car,₹500,713.76,4730.62,sightseeing,rainy,music festival
529,18,Male,cultural,Punjab,18,family,₹5000,17561.48,17.123208,23.2844139,26.6642,95.1437,1479457,365,650,hotel,₹2000,car,₹1000,375.52,3175.41,hiking,cloudy,music festival
530,60,Female,relaxation,Mizoram,18,business,₹25000,16778.68,34.634611,12.4765885,33.082816,97.2954,446569,278,522,vacation rental,₹1000,plane,₹500,569.01,9418.2,sightseeing,sunny,sports event
531,33,Female,cultural,Mizoram,1,family,₹1000,25026.77,25.590383,104.627636,11.320784,91.0647,777759,51,415,hotel,₹500,train,₹5000,240.38,3759.27,hiking,rainy,music festival
532,80,Male,adventure,Punjab,9,family,₹1000,48389.9,32.566116,111.1682495,32.362847,93.9071,352180,344,738,hotel,₹1000,car,₹500,217.93,7785.47,hiking,rainy,music festival
533,51,Female,cultural,Goa,22,family,₹15000,4265.19,19.639254,120.7806412,11.282891,79.9851,1363394,796,356,vacation rental,₹100,plane,₹5000,131.61,2717.04,vacation,rainy,sports event
534,66,Male,relaxation,Gujarat,2,family,₹2000,41028.18,33.236627,116.083951,27.27247,88.8456,1061057,452,337,hostel,₹500,train,₹100,294.36,7635.16,vacation,cloudy,art exhibition
535,49,Female,adventure,Bihar,6,vacation,₹35000,40230.98,25.510934,123.7669004,22.094893,69.805,1210305,55,730,hotel,₹100,plane,₹2000,319.54,925.35,hiking,cloudy,sports event
536,57,Polygender,cultural,Telangana,15,business,₹35000,38449.57,13.104907,25.15,15.183203,87.9402,17601,661,524,vacation rental,₹100,plane,₹2000,959.82,3100.42,shopping,rainy,music festival
537,75,Male,cultural,Madhya Pradesh,29,business,₹100,47573.19,14.317057,39.645666,36.170278,89.4768,610153,65,177,hostel,₹500,car,₹100,361.39,8257.6,shopping,rainy,sports event
538,81,Female,adventure,Mizoram,20,family,"",37798.57,11.816692,107.8487279,24.692427,75.436,159158,136,910,hotel,₹100,car,₹500,900.6,5699.98,education,sunny,sports event
539,82,Male,cultural,Nagaland,3,vacation,₹50000,8766.27,8.434616,113.2193846,21.844159,84.0558,333204,887,724,hotel,₹100,train,₹500,614.67,1779.51,hiking,rainy,art exhibition
540,19,Male,cultural,Rajasthan,13,vacation,₹5000,38696.3,20.294048,-91.5078771,27.834009,79.4743,1414564,995,63,hotel,₹1000,plane,₹100,113.5,910.46,sightseeing,sunny,art exhibition
541,21,Male,cultural,Goa,28,vacation,₹25000,29440.22,36.268115,-85.75,23.590517,72.7312,707321,260,424,hotel,₹2000,car,₹1000,495.91,8522.23,education,rainy,music festival
542,50,Male,adventure,Madhya Pradesh,21,family,₹10000,46617.83,21.514573,168.3312156,22.290054,77.3679,189217,993,872,hostel,₹500,train,₹5000,722.26,5877.77,hiking,sunny,art exhibition
543,33,Non-binary,adventure,Tamil Nadu,7,business,₹100,46256.49,19.25448,-73.8563741,24.20645,91.8863,913550,639,27,hotel,₹500,car,₹2000,540.01,4047.37,education,rainy,art exhibition
544,66,Female,adventure,Manipur,21,vacation,₹10000,7884.2,34.782178,-8.4531054,26.302542,72.1463,997397,432,572,hotel,₹1000,car,₹1000,508.37,2830.96,sightseeing,rainy,sports event
545,31,Agender,cultural,Manipur,13,business,₹25000,28330.29,9.169281,115.751364,18.217226,70.7867,1052806,376,148,vacation rental,₹1000,train,₹500,411.31,3123.84,shopping,cloudy,music festival
546,34,Male,adventure,Bihar,8,business,₹50000,47501.54,35.11066,111.2695981,34.867485,94.4481,971242,819,959,vacation rental,₹100,car,₹2000,885.81,5641.03,education,cloudy,art exhibition
547,57,Bigender,relaxation,Kerala,15,vacation,₹50000,19021.8,35.25266,117.430061,34.447608,80.3682,935166,291,82,hostel,₹1000,plane,₹1000,788.04,8673.84,sightseeing,rainy,sports event
548,30,Female,relaxation,Madhya Pradesh,30,vacation,₹2000,31900.65,17.387715,121.738421,36.568833,81.6959,782518,843,876,vacation rental,₹1000,car,₹5000,291.18,7257.46,hiking,rainy,sports event
549,59,Female,relaxation,Karnataka,18,vacation,₹35000,2416.29,19.367304,-42.1572702,36.565143,84.3091,456433,327,590,hotel,₹1000,plane,₹2000,522.26,4456.39,hiking,cloudy,music festival
550,54,Polygender,relaxation,Maharashtra,30,business,₹2000,2704.74,33.575288,-58.5017947,24.109815,88.1531,551781,724,624,hotel,₹2000,car,₹2000,661.93,2199.44,sightseeing,cloudy,sports event
551,29,Female,adventure,Jharkhand,17,vacation,₹10000,45621.04,11.321314,28.0739477,29.574763,78.7074,369918,403,428,hotel,₹500,plane,₹2000,817.06,6661.78,shopping,sunny,music festival
552,20,Male,adventure,Chhattisgarh,5,business,"",32566.54,27.787208,38.9381031,18.947033,93.6363,1467590,368,797,hostel,₹1000,plane,₹5000,102.76,2117.47,sightseeing,rainy,art exhibition
553,80,Male,cultural,Mizoram,29,family,₹10000,24562.6,22.087834,81.239566,23.122086,82.3223,428514,428,782,hotel,₹500,train,₹100,798.92,7764.41,education,rainy,sports event
554,35,Female,cultural,Meghalaya,29,family,"",1615.62,12.486323,117.702372,28.004263,82.2796,1149297,652,83,vacation rental,₹2000,train,₹5000,439.6,6148.91,sightseeing,cloudy,art exhibition
555,74,Male,relaxation,Himachal Pradesh,19,vacation,₹35000,4045.52,31.118196,-157.7019881,25.890742,88.373,1432381,200,628,vacation rental,₹500,plane,₹1000,333.02,5180.03,hiking,cloudy,art exhibition
556,18,Female,cultural,Maharashtra,25,business,₹5000,37545.63,15.302185,127.4872135,13.129595,93.4076,492548,727,91,vacation rental,₹500,train,₹100,492.92,5895.66,hiking,sunny,sports event
557,58,Female,cultural,Telangana,18,family,₹35000,5803.24,20.268347,-51.1695824,36.571862,76.4234,52906,932,561,hotel,₹500,car,₹100,940.21,5717.9,hiking,rainy,sports event
558,55,Male,relaxation,Telangana,30,family,₹15000,40535.58,15.705374,107.6200524,11.619547,92.8908,1043505,170,374,hotel,₹500,plane,₹100,436.66,9356.07,shopping,cloudy,music festival
559,36,Male,cultural,Gujarat,17,family,₹25000,37698.01,31.929517,12.5720689,19.912342,74.5487,447490,916,474,vacation rental,₹100,car,₹1000,570.29,5557.25,education,rainy,art exhibition
560,26,Male,cultural,Gujarat,4,vacation,₹35000,7175.49,21.703107,112.851831,8.937047,75.3361,1261652,351,788,vacation rental,₹500,car,₹2000,46.75,8870.65,shopping,sunny,music festival
561,61,Female,adventure,Mizoram,20,vacation,₹50000,20767.2,27.047483,120.765351,30.878024,75.3615,1049350,256,294,hotel,₹100,plane,₹5000,572.27,414.33,shopping,sunny,music festival
562,43,Non-binary,relaxation,Goa,13,vacation,"",35057.21,20.454722,120.7050032,16.89144,88.9539,913408,741,685,hostel,₹2000,train,₹1000,269.17,2333.1,vacation,cloudy,music festival
563,37,Male,adventure,Manipur,5,vacation,₹500,36843.49,30.421739,113.12873,30.865783,91.8087,1170414,862,1,hotel,₹2000,plane,₹5000,169.48,4791.81,sightseeing,rainy,music festival
564,58,Female,relaxation,Manipur,20,vacation,₹50000,17762.99,32.602357,12.8778526,27.217123,72.5181,910961,41,336,vacation rental,₹2000,train,₹2000,459.64,2963.82,hiking,cloudy,sports event
565,48,Male,adventure,Kerala,23,business,₹50000,9993.59,11.143968,81.7131828,34.176069,96.7476,1180711,152,335,hotel,₹500,car,₹500,454.31,1894.75,shopping,sunny,sports event
566,37,Female,adventure,Chhattisgarh,19,business,₹100,17612.29,20.396998,33.0817144,9.477118,76.134,1117625,651,372,vacation rental,₹100,train,₹500,629.48,2745.13,hiking,cloudy,sports event
567,82,Female,cultural,Punjab,5,family,₹1000,35398.46,17.489749,17.9981495,35.185786,76.6198,1369189,754,886,vacation rental,₹2000,plane,₹5000,925.06,1770.75,sightseeing,cloudy,music festival
568,33,Male,relaxation,Andhra Pradesh,18,vacation,₹15000,41587.92,18.813963,-67.329117,25.15136,74.9902,823734,191,327,vacation rental,₹2000,train,₹500,353.74,7585.07,hiking,cloudy,sports event
569,22,Male,cultural,Karnataka,14,business,₹50000,4459.74,23.470868,94.571633,26.596696,72.8598,971153,959,443,vacation rental,₹100,train,₹500,687.71,4652.73,hiking,sunny,music festival
570,21,Female,relaxation,Odisha,19,vacation,₹35000,31302.77,21.839112,-7.7452871,8.061233,69.3222,697318,925,720,vacation rental,₹1000,car,₹500,981.59,65.51,education,rainy,art exhibition
571,18,Female,relaxation,Kerala,14,family,₹100,5145.95,34.319758,106.9235943,17.980472,93.6442,873409,599,802,hotel,₹1000,plane,₹2000,561.89,475.26,sightseeing,rainy,art exhibition
572,56,Male,cultural,Madhya Pradesh,5,vacation,₹35000,14482.87,19.024048,-11.951925,35.75119,91.424,1381372,662,70,vacation rental,₹1000,car,₹100,956.51,7524.11,education,cloudy,art exhibition
573,79,Male,adventure,Bihar,10,vacation,₹100,29111.0,20.304084,92.2039933,33.992256,72.0011,489002,386,611,hostel,₹1000,plane,₹1000,118.77,5840.98,shopping,sunny,sports event
574,84,Male,cultural,Meghalaya,10,business,₹500,30520.86,36.686075,118.803753,10.517704,71.8722,455514,359,562,hotel,₹1000,car,₹5000,745.15,1867.42,education,rainy,art exhibition
575,44,Female,cultural,Maharashtra,17,vacation,₹1000,23232.89,21.600666,9.9637931,8.433966,84.0395,1104664,230,154,hotel,₹500,car,₹5000,946.3,5810.44,shopping,sunny,sports event
576,19,Male,relaxation,Andhra Pradesh,6,family,₹35000,49641.97,26.389834,47.9897691,13.714575,73.4957,1345812,744,596,hotel,₹2000,car,₹100,4.2,9655.33,hiking,rainy,sports event
577,69,Female,adventure,Kerala,20,family,₹100,18348.74,32.571044,126.9568209,24.347288,91.8124,922188,250,476,vacation rental,₹2000,car,₹500,963.67,5028.06,vacation,rainy,art exhibition
578,84,Male,cultural,Telangana,17,family,₹100,43523.07,17.32189,17.3316667,31.096596,93.7824,707174,701,336,hostel,₹500,car,₹100,350.9,2677.31,shopping,rainy,music festival
579,18,Non-binary,cultural,Uttar Pradesh,25,family,₹10000,4062.71,15.558891,121.0589081,18.832432,69.7605,1229202,163,96,hostel,₹500,car,₹100,700.42,1722.61,shopping,rainy,music festival
580,48,Male,adventure,Madhya Pradesh,19,vacation,₹5000,17517.98,35.928043,68.6593883,34.898874,86.083,911719,3,432,hostel,₹2000,plane,₹1000,268.04,1597.12,education,cloudy,sports event
581,23,Female,cultural,Mizoram,4,business,₹10000,27923.56,31.941889,32.5004914,25.139406,95.698,762874,449,356,vacation rental,₹500,car,₹100,728.6,976.41,sightseeing,rainy,sports event
582,73,Male,relaxation,Arunachal Pradesh,29,vacation,₹50000,30475.06,21.636759,120.5160702,18.981863,69.5642,1163183,88,878,vacation rental,₹100,car,₹5000,572.85,8227.83,shopping,sunny,music festival
583,83,Female,adventure,Tamil Nadu,27,business,₹2000,2028.59,33.561432,15.9193188,11.068903,85.0844,1368083,188,845,vacation rental,₹1000,car,₹1000,283.14,8710.68,shopping,cloudy,art exhibition
584,28,Male,cultural,Assam,18,vacation,₹35000,24643.19,36.210619,20.6832469,25.964003,96.415,822317,919,651,hotel,₹1000,plane,₹100,152.53,4571.93,sightseeing,cloudy,sports event
585,77,Female,adventure,Haryana,7,vacation,₹50000,11188.45,16.254164,116.451187,24.978452,88.3464,1077978,470,934,hotel,₹2000,train,₹500,922.39,8758.33,vacation,sunny,art exhibition
586,34,Male,adventure,Tamil Nadu,20,family,₹100,48136.75,32.008742,7.6710889,25.718852,95.8895,576009,518,315,vacation rental,₹500,train,₹1000,12.77,5726.04,vacation,cloudy,art exhibition
587,27,Male,cultural,Maharashtra,14,business,₹1000,46442.57,28.085273,100.330856,13.956409,71.5112,1006987,442,556,hotel,₹100,train,₹2000,468.08,8524.97,shopping,rainy,music festival
588,34,Female,adventure,Manipur,19,business,₹35000,34900.23,29.030335,45.6316463,23.175073,94.7056,475796,165,144,vacation rental,₹1000,train,₹1000,245.37,7251.64,education,sunny,art exhibition
589,68,Male,relaxation,Assam,27,family,₹10000,14650.92,35.348277,106.2522143,8.43668,74.5637,1133837,486,981,vacation rental,₹2000,train,₹1000,370.15,2440.41,shopping,sunny,sports event
590,81,Male,cultural,Bihar,20,vacation,₹10000,14028.75,10.795451,2.2558072,31.128133,80.0933,681313,835,549,vacation rental,₹500,car,₹100,761.36,6845.85,sightseeing,cloudy,art exhibition
591,63,Male,adventure,Rajasthan,21,vacation,₹5000,10991.96,31.950788,120.764679,24.022278,81.0613,1380774,124,954,hotel,₹500,plane,₹500,52.56,390.21,sightseeing,cloudy,music festival
592,55,Male,relaxation,Uttar Pradesh,11,vacation,₹50000,31478.51,35.774898,120.5989577,18.354758,78.5629,132358,946,503,hostel,₹100,plane,₹1000,384.18,398.59,shopping,rainy,art exhibition
593,39,Female,adventure,Andhra Pradesh,25,vacation,₹50000,33062.25,14.196196,103.929926,10.849506,76.7398,90920,109,97,vacation rental,₹1000,plane,₹100,323.07,9856.37,sightseeing,rainy,music festival
594,46,Female,adventure,Kerala,11,business,₹5000,5319.18,11.014552,1.032621,24.550619,79.8083,843154,308,934,vacation rental,₹500,train,₹100,792.56,2234.63,sightseeing,cloudy,music festival
595,42,Male,relaxation,Tamil Nadu,12,vacation,₹1000,31246.15,22.324098,15.8099824,11.48203,78.9919,964234,946,22,hostel,₹1000,train,₹5000,336.93,6249.23,sightseeing,sunny,sports event
596,19,Polygender,adventure,Himachal Pradesh,16,family,"",40141.86,16.211216,120.9617948,18.19573,79.9945,1220202,101,880,hostel,₹2000,train,₹1000,808.95,7608.09,hiking,rainy,music festival
597,81,Female,cultural,Assam,9,business,₹15000,44363.93,8.316046,132.8288963,32.658762,70.6772,470111,972,814,vacation rental,₹2000,train,₹100,537.89,9855.85,sightseeing,cloudy,art exhibition
598,76,Female,cultural,Madhya Pradesh,5,family,₹100,46852.71,21.939294,120.8889291,16.457185,78.534,235046,71,80,vacation rental,₹1000,plane,₹5000,457.02,4683.08,sightseeing,cloudy,music festival
599,69,Female,relaxation,Nagaland,22,business,₹5000,44871.05,34.790049,107.0716609,10.206614,80.0659,988309,125,822,vacation rental,₹500,train,₹500,308.45,6898.49,shopping,cloudy,art exhibition
600,19,Female,adventure,Maharashtra,27,business,₹10000,4715.3,11.687549,-41.6809724,22.836688,77.7409,83270,437,484,hotel,₹100,car,₹5000,490.48,8085.5,vacation,rainy,sports event
601,69,Male,relaxation,Sikkim,19,vacation,₹100,35706.69,26.178763,-64.2145666,9.706862,91.6233,1278750,935,470,hostel,₹100,car,₹100,887.48,6196.23,shopping,cloudy,sports event
602,48,Male,relaxation,Jharkhand,29,vacation,₹2000,47531.3,18.869223,22.9223719,27.537826,70.5527,724099,306,949,vacation rental,₹100,plane,₹2000,308.63,7314.94,shopping,cloudy,sports event
603,24,Male,relaxation,Kerala,10,vacation,₹10000,47741.08,29.132259,112.132488,31.61654,77.89,1491250,104,762,vacation rental,₹2000,plane,₹100,998.0,9828.13,hiking,sunny,art exhibition
604,64,Female,relaxation,Kerala,6,vacation,₹25000,13812.49,33.818088,117.3616476,30.0207,73.6776,871595,520,783,hostel,₹100,car,₹100,151.56,7.24,vacation,rainy,art exhibition
605,55,Female,cultural,Kerala,8,family,₹100,20962.96,28.440836,103.0010752,13.776005,95.1997,33739,439,954,vacation rental,₹500,plane,₹2000,312.4,3910.7,hiking,sunny,sports event
606,62,Male,relaxation,Meghalaya,29,family,₹1000,10620.28,21.13127,115.2199829,8.692904,87.1107,620821,264,386,hotel,₹2000,train,₹100,816.05,2424.48,shopping,rainy,sports event
607,36,Female,relaxation,Arunachal Pradesh,19,family,₹10000,8209.14,22.593266,-62.6480207,34.434072,73.7394,1220982,59,114,hostel,₹2000,train,₹2000,104.32,4512.41,vacation,sunny,music festival
608,48,Agender,relaxation,Chhattisgarh,20,family,₹35000,38184.5,30.517705,112.4678779,28.863422,87.3776,1184296,414,580,hotel,₹100,plane,₹5000,294.72,9763.84,sightseeing,cloudy,music festival
609,75,Male,adventure,Meghalaya,26,vacation,₹25000,8054.67,8.487413,-54.9322782,28.369414,96.0457,1312733,5,696,hotel,₹500,car,₹1000,824.06,8464.17,shopping,cloudy,art exhibition
610,78,Female,adventure,Bihar,21,family,₹35000,29629.3,16.27178,110.6168921,20.782489,75.2637,1049410,683,342,hostel,₹500,train,₹500,936.38,2119.57,hiking,sunny,music festival
611,67,Male,cultural,Gujarat,5,business,₹500,19021.94,21.353463,112.232692,19.587982,97.3591,1474527,347,544,hostel,₹500,plane,₹1000,588.12,9996.35,hiking,cloudy,art exhibition
612,27,Female,cultural,Gujarat,16,vacation,₹10000,30622.3,35.804029,34.0641419,22.68428,81.4478,380335,787,986,vacation rental,₹100,plane,₹2000,982.43,3223.99,shopping,sunny,art exhibition
613,31,Polygender,relaxation,Goa,6,family,₹2000,37510.06,20.179713,99.8991604,30.350245,69.2151,1221571,32,898,vacation rental,₹1000,train,₹5000,504.63,5332.26,vacation,cloudy,sports event
614,32,Female,cultural,Chhattisgarh,13,business,₹5000,34890.04,21.22278,112.4716488,26.863614,79.6557,730370,168,636,hotel,₹2000,plane,₹5000,130.39,5129.37,vacation,sunny,sports event
615,52,Male,adventure,Uttar Pradesh,13,vacation,₹35000,29403.92,34.93088,108.6353764,36.700969,72.9488,1167940,760,963,hotel,₹1000,plane,₹500,62.32,5073.67,shopping,sunny,music festival
616,37,Female,relaxation,Haryana,24,vacation,₹50000,49061.48,30.64599,119.9306863,11.788929,71.9733,530463,996,372,hotel,₹500,train,₹1000,192.24,9493.13,vacation,sunny,art exhibition
617,55,Male,relaxation,Assam,30,family,₹35000,1212.97,11.76172,118.6702302,12.710439,79.6788,649314,566,907,vacation rental,₹2000,train,₹500,235.5,3148.38,vacation,sunny,art exhibition
618,23,Female,relaxation,Punjab,20,vacation,₹500,365.47,31.134859,124.4319309,9.950901,78.6423,607233,89,464,hotel,₹100,car,₹5000,986.48,8990.19,sightseeing,rainy,music festival
619,40,Female,adventure,Karnataka,4,family,₹100,7779.63,8.743702,54.8763087,30.739363,83.0023,420462,398,212,hotel,₹2000,plane,₹1000,795.79,6815.13,sightseeing,sunny,art exhibition
620,18,Female,adventure,Gujarat,27,vacation,₹2000,39566.68,8.295343,23.5966577,28.140419,95.0433,993634,888,639,hotel,₹1000,car,₹100,419.49,9720.31,sightseeing,sunny,music festival
621,65,Male,adventure,Haryana,26,family,₹2000,30055.91,26.992699,121.4494622,27.249782,71.3363,576521,658,366,hostel,₹1000,train,₹5000,432.44,4778.34,sightseeing,rainy,music festival
622,81,Polygender,relaxation,Meghalaya,30,family,₹5000,437.85,26.19904,111.467674,22.065582,82.7584,1083480,585,640,hostel,₹100,car,₹500,901.08,2827.68,sightseeing,cloudy,sports event
623,79,Female,relaxation,Bihar,23,business,"",31511.92,33.089544,45.8303591,33.643266,76.6556,1091126,427,73,vacation rental,₹500,train,₹5000,906.39,2036.06,vacation,sunny,art exhibition
624,60,Female,relaxation,Sikkim,2,business,₹5000,44516.89,17.83743,-7.8210803,32.311783,72.6165,226090,10,345,hostel,₹500,plane,₹100,856.86,7316.02,hiking,cloudy,art exhibition
625,33,Genderfluid,relaxation,Haryana,12,business,"",34349.37,32.289444,122.0752224,25.060441,88.6651,1484600,762,973,vacation rental,₹1000,train,₹5000,914.24,7721.93,education,rainy,sports event
626,63,Female,cultural,Haryana,30,business,₹50000,35650.24,31.549074,23.7282719,36.413825,86.1392,523911,982,299,vacation rental,₹2000,train,₹2000,754.17,7300.41,hiking,rainy,art exhibition
627,69,Male,cultural,Bihar,8,vacation,₹500,33368.61,12.44567,17.2093329,14.490579,83.9923,863794,9,376,hostel,₹500,car,₹2000,452.65,8416.22,sightseeing,rainy,sports event
628,33,Male,adventure,Gujarat,1,vacation,₹2000,41116.04,27.735422,42.5044843,34.337069,73.1871,609067,579,524,vacation rental,₹100,plane,₹100,610.13,4789.02,sightseeing,cloudy,music festival
629,33,Male,adventure,Sikkim,16,vacation,₹15000,39779.74,31.222321,123.2854675,28.141211,72.5593,262798,962,746,vacation rental,₹2000,plane,₹2000,875.31,3037.13,sightseeing,sunny,sports event
630,39,Male,relaxation,Meghalaya,30,family,₹10000,49277.33,33.533386,-69.8932436,10.884543,75.1017,1145168,400,950,vacation rental,₹500,train,₹500,816.56,9096.98,sightseeing,rainy,art exhibition
631,61,Female,adventure,Uttar Pradesh,19,business,₹50000,35269.28,35.384411,137.0128051,25.89232,96.2374,519890,652,357,vacation rental,₹500,plane,₹500,962.33,3455.91,education,cloudy,sports event
632,22,Male,adventure,Andhra Pradesh,24,vacation,₹5000,38876.36,30.515217,-9.0774591,32.377466,93.7286,624361,547,897,hotel,₹2000,car,₹5000,437.25,6639.49,sightseeing,cloudy,music festival
633,56,Genderqueer,adventure,Assam,1,family,₹10000,32107.43,16.518625,140.3438019,13.072573,95.3556,1052779,490,655,hostel,₹2000,train,₹2000,720.9,5503.43,hiking,sunny,music festival
634,27,Bigender,relaxation,Himachal Pradesh,20,business,₹50000,23522.64,15.60434,113.875245,33.731062,97.2939,530948,344,709,vacation rental,₹1000,train,₹5000,444.2,7245.74,education,sunny,art exhibition
635,59,Agender,relaxation,Madhya Pradesh,8,family,₹1000,404.58,16.751367,117.393358,17.697933,83.3815,977586,903,298,hostel,₹1000,car,₹1000,604.01,953.81,vacation,cloudy,art exhibition
636,83,Female,adventure,Haryana,27,family,₹35000,21869.02,19.187306,-52.6711356,34.054706,88.2426,43464,901,385,hotel,₹1000,car,₹100,780.61,9694.21,vacation,cloudy,sports event
637,22,Female,relaxation,Meghalaya,21,family,₹1000,44754.65,26.859817,20.2030313,16.589294,69.5838,1318576,695,441,hostel,₹1000,car,₹5000,548.72,9050.63,education,rainy,music festival
638,56,Female,relaxation,Madhya Pradesh,23,business,₹5000,11078.95,29.034823,20.2599325,34.147318,87.2229,1165946,77,786,hotel,₹2000,plane,₹500,312.28,9641.89,education,cloudy,sports event
